999.9999999999998	2000	2000	2000	50	100.	0	107.68834335680754	107.25936846813823	107.12892884250347	105.97699274632079	107.32528667050921	107.25252726586707	107.26579578823686	106.93688837388423	107.56418061132474	107.34308504993228	107.85850925411978
1079.7751623277097	2000	2000	2000	50	100.	0	107.93638312386712	107.65244015976849	107.56236769322517	106.71943961300595	107.72571543874896	107.64262785690673	107.66203131410691	107.42790468774783	107.85629916201502	107.82046654918776	108.64342559988586
1165.914401179831	2000	2000	2000	50	100.	0	107.87986604256554	107.69176118274272	107.6308931830725	107.02371508402257	107.78278857130476	107.68450963420304	107.6988441557097	107.540340023779	107.82748186011874	107.87981041900716	108.95327861362779
1258.9254117941668	2000	2000	2000	50	100.	0	107.73056354753521	107.59929381395752	107.55625502690857	107.08791198770007	107.71571411160635	107.59530768695576	107.6031368336997	107.49308958598355	107.69436503533342	107.77973738986563	108.95962302744891
1359.3563908785256	2000	2000	2000	50	100.	0	107.56889545164015	107.47346115394107	107.44165466876686	107.05161377060553	107.61531244811447	107.4723188903563	107.47447694520709	107.39577903918456	107.54291243718676	107.64007225762914	108.82508348837965
1467.7992676220686	2000	2000	2000	50	100.	0	107.42194126525605	107.35092779707709	107.32671089910562	106.98311734731145	107.50832323939945	107.34961278491322	107.3521273442277	107.29247035237952	107.40295283079907	107.50449708131514	108.64292661640118
1584.893192461113	2000	2000	2000	50	100.	0	107.29759219161821	107.24423226135566	107.22545498720027	106.91140569206962	107.41176196895833	107.24099936449704	107.24735689320084	107.19951337268016	107.28368344611576	107.38722698943533	108.45547507336556
1711.3283041617806	2000	2000	2000	50	100.	0	107.19663531385638	107.15656357780789	107.1418536818391	106.84786837748617	107.3311383735645	107.15174027858278	107.1612832919016	107.12209295191492	107.1865639262061	107.29148441001871	108.28010979179804
1847.8497974222912	2000	2000	2000	50	100.	0	107.11721479105849	107.08742184691782	107.07584400305682	106.79626976906184	107.26715178723867	107.08126914317408	107.09347399208458	107.06082976243569	107.1101191902479	107.21636555965291	108.12310477883402
1995.2623149688786	2000	2000	2000	50	100.	0	107.05660212054042	107.0349092268984	107.02579309500842	106.75706335159884	107.21859203118369	107.02763809590489	107.0420817418863	107.01450351590292	107.05185525828605	107.15951288441933	107.98582804857351
2154.4346900318833	2000	2000	2000	50	100.	0	107.01193291071934	106.99670618578519	106.98955320901727	106.72930244194977	107.18347034521192	106.98848949475958	107.00482549782514	106.98123217849162	107.00906252549427	107.11820412850685	107.86750005917014
2326.305067153626	2000	2000	2000	50	100.	0	106.98051375863021	106.97049675782935	106.96492599722583	106.7115149019517	107.1597463092466	106.96147769204873	106.97941922319981	106.95899809793985	106.97915545880055	107.08980111025186	107.76645788251457
2511.886431509579	2000	2000	2000	50	100.	0	106.95993931001627	106.9541483809214	106.94986300923553	106.70211082428256	107.14544361746574	106.94444652108217	106.96375412648183	106.94588121672363	106.95980709265567	107.07192420455222	107.68075034161701
2712.2725793320274	2000	2000	2000	50	100.	0	106.94812261884184	106.94577777504931	106.94254319062176	106.69957003106063	107.13878435292109	106.93549360019588	106.95596614233307	106.94015492529641	106.94898927727007	107.06250509317006	107.60842007507195
2928.644564625237	2000	2000	2000	50	100.	0	106.94328588298572	106.94376298410852	106.9413918370561	106.70252215810213	107.13822011937206	106.9329813030932	106.95444905761713	106.9403158960958	106.94496937747445	107.05978524610904	107.54763320879808
3162.2776601683804	2000	2000	2000	50	100.	0	106.94393404012287	106.94673042352748	106.94507197040457	106.70977339916637	107.14243028414072	106.93552305809001	106.9578423267712	106.94508223131336	106.94673042352748	107.06229128794925	107.49673277126993
3414.5488738336035	2000	2000	2000	50	100.	0	106.94882222841413	106.95353124430612	106.95246353598375	106.72030690820424	107.15030516125648	106.94195916649838	106.96500798211144	106.95172720884707	106.95353124430612	107.06880200977824	107.45425353096155
3686.945064519572	2000	2000	2000	50	100.	0	106.95692253007947	106.96321419960763	106.96263819750074	106.7332707149902	107.16092317220304	106.95132926572398	106.97500391597494	106.96028253335507	106.96430634162898	107.07831403063541	107.41891755545484
3981.07170553497	2000	2000	2000	50	100.	0	106.96739257618611	106.97499862030791	106.97483367281491	106.74796040895797	107.17352660565228	106.96284499404464	106.98705716420288	106.97112929778172	106.97713524728456	107.09000933981943	107.38962063709742
